,Data Year,ID,Property Name,Address,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,Electricity Use (kBtu),Natural Gas Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude
6340,2018,251235,110 E. Delaware CA,110 E. Delaware Place,1.0,False,NEAR NORTH SIDE,Multifamily Housing,95220.0,1981.0,6135158.1,1538794.7,80.6,197.4,79.0,192.9,1102.4,11.6,41.8992147,-87.62541324
6344,2018,104340,4701 N Beacon,4701 N. Beacon St,4.0,False,UPTOWN,Multifamily Housing,50100.0,1930.0,466475.0,3785580.4,84.9,105.4,83.4,103.4,278.7,5.6,41.97223008,-87.6645957
6359,2018,114515,6901 Oglesby Avenue Apartment Building Corporation,6901-6915 S. Oglesby Ave.,2.0,False,SOUTH SHORE,Multifamily Housing,108400.0,1928.0,453887.8,13488821.6,128.6,142.4,122.9,136.4,792.0,7.3,41.76259226,-87.57231648
6364,2018,101738,300 E Randolph,300 East Randolph,1.5,False,LOOP,Office,2224842.0,2010.0,186738009.4,2391879.1,110.0,258.9,,,34122.7,15.3,41.88484639,-87.61989893
6367,2018,113452,Plymouth Court,1115 S. Plymouth Court,4.0,False,LOOP,Multifamily Housing,161250.0,1978.0,4196923.8,4855032.1,56.1,104.5,54.5,100.9,956.1,5.9,41.86863212,-87.62730687
6368,2018,159111,Aurora Chicago Lakeshore Hospital,4840 N. Marine Drive,4.0,False,UPTOWN,Other - Specialty Hospital,51140.0,1962.0,3703889.8,50206.8,73.4,203.8,72.3,200.8,618.9,12.1,41.97030477,-87.65057835
6383,2018,244593,111 E Chestnut Condominium Association,111 E. Chestnut,3.0,False,NEAR NORTH SIDE,Multifamily Housing,588000.0,1970.0,24921534.6,9855514.6,59.1,136.3,58.8,135.4,4669.5,7.9,41.89798276,-87.62522385
6386,2018,104238,3510 N. Pine Grove Ave.,3510 N. Pine Grove Ave.,2.0,False,LAKE VIEW,Multifamily Housing,71310.0,1970.0,1205415.2,5271793.3,90.8,125.0,92.0,126.0,480.5,6.7,41.9398511,-87.65844752
6389,2018,116413,CASL Senior Housing,2108 S. Princeton Avenue,3.0,False,ARMOUR SQUARE,Multifamily Housing,68260.0,1997.0,1347736.6,5133601.5,95.0,134.3,95.4,134.7,496.9,7.3,41.84550365,-87.63055693
6391,2018,111466,The River West 2 Condominium Association,939 W. Huron St.,4.0,False,WEST TOWN,Multifamily Housing,60000.0,1992.0,1229152.5,2436031.7,61.1,100.0,59.0,96.6,333.9,5.6,41.89983093,-87.65764114
6398,2018,135080,537 S. Dearborn St.,537 S. Dearborn St.,4.0,False,LOOP,Multifamily Housing,78000.0,1892.0,2346988.6,1541257.2,49.8,105.0,48.3,101.6,472.3,6.1,41.86863212,-87.62730687
6399,2018,252216,Beach Point Tower Condominium Association,5801 N. Sheridan Rd.,1.0,False,EDGEWATER,Multifamily Housing,160000.0,1956.0,2770895.4,15029258.6,111.3,147.1,113.8,148.4,1259.3,7.9,41.98760277,-87.65521384
6402,2018,240284,2700 N. Hampden Court Condominium Association,2700 N. Hampden Ct.,3.0,False,LINCOLN PARK,Multifamily Housing,112000.0,1964.0,5930854.4,,53.0,148.3,51.1,143.0,986.7,8.8,41.93080836,-87.64197735
6405,2018,157975,Lake Meadows 9,501 E. 32nd Street,1.0,False,DOUGLAS,Multifamily Housing,303979.0,1956.0,2588558.2,42434023.6,148.1,170.4,150.7,173.1,2684.5,8.8,41.83569627,-87.61275453
6410,2018,160280,"The Ritz-Carlton Residences, Chicago, Magnificent Mile",118 E Erie Street,1.0,False,NEAR NORTH SIDE,Multifamily Housing,326409.0,2012.0,11244512.1,16890423.6,119.3,180.9,116.9,177.2,,,41.89444458,-87.62463695
6413,2018,216479,1122 N Dearborn,1122 N Dearborn,2.5,False,NEAR NORTH SIDE,Multifamily Housing,235263.0,1999.0,5724363.6,14547339.8,86.2,133.1,87.0,133.8,1725.0,7.3,41.90249434,-87.63034062
6428,2018,254008,Hyde Park Courtway,4816-4828 S. Dorchester,3.5,False,Kenwood,Multifamily Housing,69540.0,1920.0,459299.6,4919259.8,77.3,92.8,78.4,93.4,337.7,4.9,41.8022432,-87.60352
6439,2018,109326,SANS SOUCI CONDOMINIUM ASSOCIATION,4825-35 N. CENTRAL AVENUE,4.0,False,JEFFERSON PARK,Multifamily Housing,50000.0,1970.0,56829.0,2838141.9,57.9,62.8,58.4,63.4,160.2,3.2,41.97200414,-87.75756578
6442,2018,175808,Romanian Village,5154 N Clark St,1.0,False,Uptown,Multifamily Housing,70000.0,1923.0,1394692.5,6448773.7,112.0,152.5,108.4,147.1,574.6,8.2,41.9722301,-87.6646
6447,2018,244447,One River Place Condominium Association,758 N. Larrabee,4.0,False,NEAR NORTH SIDE,Multifamily Housing,365722.0,1929.0,8160835.2,15682101.0,65.2,107.5,62.5,103.6,2190.6,6.0,41.89621968,-87.64302715
6452,2018,160368,River Bank Lofts Condominium Association,550 N. Kingsbury St.,4.0,False,NEAR NORTH SIDE,Multifamily Housing,257529.0,1905.0,4319182.6,7551872.9,46.1,77.8,44.6,76.1,1119.7,4.3,41.89198248,-87.6407554
6457,2018,173494,Evelyn Lane Condominium Association,5332 N Delphia,4.0,False,OHARE,Multifamily Housing,63234.0,1971.0,1915977.9,,30.3,84.8,29.4,82.2,318.8,5.0,41.97087009,-87.79892589
6460,2018,254384,Leslie Shankman School Corporation Building,6245 South Ingleside,4.0,False,Woodlawn,K-12 School,74910.0,2014.0,2604451.8,3625237.9,83.2,146.2,83.7,146.3,612.0,8.2,41.78040086,-87.60270024
6465,2018,238266,The Fordham Condominium Association,25 E Superior,1.0,False,NEAR NORTH SIDE,Multifamily Housing,608329.0,2002.0,30270977.4,10265294.4,82.6,171.6,81.3,167.9,,,41.89530417,-87.62727758
6470,2018,231205,Cornell Village Tower Condominium Association,5201 South Cornell Ave,2.5,False,HYDE PARK,Multifamily Housing,289148.0,1969.0,5867674.4,21019458.7,93.0,133.1,93.5,132.4,2092.6,7.2,41.80086685,-87.58562562
6471,2018,137104,15th Street Lofts,1503 S State Street,4.0,False,NEAR SOUTH SIDE,Multifamily Housing,141484.0,1910.0,2819543.7,4343468.4,50.6,88.0,48.4,84.6,699.8,4.9,41.86863212,-87.62730687
6476,2018,160163,Ivy Apartment at the Imperial,2437 N. Southport Avenue,1.0,False,LINCOLN PARK,Senior Care Community,187503.0,1903.0,7793168.4,18285153.5,139.1,218.8,137.1,214.0,2267.7,12.1,41.92526747,-87.66299998
6478,2018,175898,Park Boulevard IIA - 3622 S State,3622 S State,3.5,False,DOUGLAS,Multifamily Housing,97250.0,2012.0,1931014.6,4843848.4,69.7,107.9,66.9,103.8,578.5,5.9,41.81195152,-87.65512794
6485,2018,250093,Judge Frederick W. Slater Apartments,740 E. 43rd Street,3.0,False,GRAND BOULEVARD,Multifamily Housing,248472.0,1967.0,5283819.8,19731018.5,100.7,142.9,101.4,142.6,1927.0,7.8,41.81742674,-87.60782256
6508,2018,254101,3400 Lake Shore Drive Condominium,3400 Lake Shore Drive,4.0,False,Lake View,Multifamily Housing,193567.0,1921.0,3601471.8,8789635.9,64.0,99.8,64.7,100.4,1066.0,5.5,41.9398563,-87.65846
6514,2018,256437,Tech South,3440 South State St,0.0,False,DOUGLAS,College/University,82554.0,1955.0,1573044.6,,19.1,53.4,,,261.7,3.2,41.842325,-87.62715344
6517,2018,101682,Triangle Plaza,8750-8770 West Bryn Mawr Ave,4.0,False,OHARE,Office,676939.0,1985.0,30367421.0,339942.8,45.4,126.1,44.5,123.6,5070.1,7.5,41.98305124,-87.84427691
6519,2018,113466,Franklin Building Condominium Association,720 S Dearborn St,2.5,False,LOOP,Multifamily Housing,80626.0,1912.0,2172713.8,5238859.0,91.9,143.7,92.5,143.3,639.7,7.9,41.86863212,-87.62730687
6529,2018,252013,900 North Franklin,900 North Franklin Street,2.0,False,NEAR NORTH SIDE,Office,95866.0,1928.0,5516555.7,452328.7,62.3,166.1,60.7,161.7,941.8,9.8,41.89935826,-87.63609615
6531,2018,101731,175 W. Jackson,175 W. Jackson,4.0,False,LOOP,Office,1809140.0,1928.0,58541697.1,33481097.6,71.9,129.2,70.2,127.6,13523.0,7.5,41.87749352,-87.63319804
6535,2018,160029,265-Senior Suites of Chatham,8300 S. Cottage Grove,2.0,False,CHATHAM,Senior Care Community,76387.0,2014.0,2256785.5,4892600.0,93.6,150.0,93.4,148.8,635.3,8.3,41.74370995,-87.60547545
6537,2018,175492,Belmont Clark Apartments,3158-3184 N Clark Street,3.0,False,LAKE VIEW,Multifamily Housing,75000.0,1920.0,713002.2,4879900.0,74.6,94.9,72.3,92.6,377.8,5.0,41.9398511,-87.65844752
6540,2018,251553,Sawyer Eleme-CPS,5248 S SAWYER AVE,1.5,False,GAGE PARK,K-12 School,163308.0,1901.0,5344966.2,8707112.0,86.0,147.6,86.4,148.0,1351.7,8.3,41.79758019,-87.70526137
6544,2018,101968,30 N. Michigan Ave.,30 N. Michigan Ave,2.0,False,LOOP,Office,222125.0,1914.0,4615446.5,8327159.1,58.3,97.5,58.3,97.5,1210.1,5.4,41.88298879,-87.62497233
6548,2018,254381,Campus North Residential Commons,5500 South University Ave,3.5,False,Hyde Park,Residence Hall/Dormitory,419219.0,2016.0,12516444.3,16620000.2,92.2,145.8,92.0,145.8,3465.7,8.3,41.78040086,-87.60270024
6558,2018,234838,Michigan Avenue Tower II Condominium Association,1400 South Michigan Avenue,3.0,False,NEAR SOUTH SIDE,Multifamily Housing,344016.0,2008.0,9847919.1,15961481.8,75.0,128.9,75.0,127.5,2486.1,7.2,41.86378484,-87.62455468
6571,2018,102643,234-Senior Suites of Jefferson Park,5400 N. Northwest Highway,1.0,False,JEFFERSON PARK,Senior Care Community,60000.0,2004.0,1617793.0,5453300.0,117.9,170.9,121.3,174.1,558.8,9.3,41.97200414,-87.75756578
6574,2018,156854,(IL272) - Delaware Place Private Res,33 West Delaware Place,3.0,False,NEAR NORTH SIDE,Multifamily Housing,217055.0,1985.0,9457907.0,3554577.1,60.0,139.2,59.5,137.9,1762.3,8.1,41.89887705,-87.62936387
6578,2018,106101,Wrightwood II LLC,443 W Wrightwood Ave,3.0,False,LINCOLN PARK,Multifamily Housing,90140.0,1928.0,1631519.5,8531497.8,112.7,150.1,113.9,150.1,724.6,8.0,41.92201051,-87.65461957
6580,2018,128170,Brewery Apartments,1301 W Fletcher Street,1.0,False,LAKE VIEW,Multifamily Housing,60500.0,1898.0,1514211.5,5739033.6,119.9,169.7,116.1,165.7,556.7,9.2,41.93884641,-87.66171973
6585,2018,114008,Shoreline Park Condominium Association,4950 N. Marine Drive,3.5,False,UPTOWN,Multifamily Housing,388924.0,1953.0,7222340.8,29276426.2,93.8,131.0,94.4,130.3,2756.6,7.1,41.97275894,-87.65157513
6589,2018,243714,(IL255) - Granville Tower,6166 N. Sheridan Road,2.0,False,EDGEWATER,Multifamily Housing,194910.0,1965.0,3549670.8,14983293.9,95.1,131.7,96.7,133.4,1386.4,7.1,41.99431525,-87.6560017
6593,2018,104288,EFA LLC,452 Aldine Ave,3.5,False,LAKE VIEW,Multifamily Housing,89000.0,1966.0,1249784.9,5321226.0,73.8,102.1,73.7,101.9,490.6,5.5,41.9398511,-87.65844752
6597,2018,243920,Newberry Plaza Condominium Association,1030 N State Street,2.5,False,NEAR NORTH SIDE,Multifamily Housing,758456.0,1970.0,22156176.8,47710332.2,92.1,147.8,89.5,143.7,6220.1,8.2,41.90159271,-87.62890282
6598,2018,160444,1225 Old Town,1225 N. Wells Street,2.0,False,NEAR NORTH SIDE,Multifamily Housing,438160.0,2012.0,21876529.3,9975669.6,72.7,163.7,71.9,162.8,4169.3,9.5,41.90445902,-87.63406661
6603,2018,175830,Riverfront Plaza,2647 N Elston Avenue,2.0,False,LOGAN SQUARE,Strip Mall,213311.0,1986.0,19476385.2,13919310.1,156.6,324.2,156.6,324.2,3979.5,18.7,41.93034981,-87.68219109
6607,2018,103699,George W Dunne Cook County Office Building,69 W. Washington Street,4.0,False,LOOP,Office,821526.0,1965.0,29523247.8,30114697.8,72.6,139.1,72.2,137.6,6511.1,7.9,41.88287346,-87.62989783
6616,2018,254260,The Cenacle Convent,513 Fullerton W. Pkwy.,1.0,False,Lincoln Park,Senior Care Community,97000.0,1967.0,3374450.9,8164907.8,119.0,185.8,119.5,184.7,995.1,10.3,41.8842525,-87.63245
6626,2018,253972,Conservancy at North Park Condo Assoc I,3900 W. Bryn Mawr Ave.,4.0,False,North Park,Multifamily Housing,54096.0,1995.0,780822.6,2838941.9,66.9,95.5,68.2,95.9,280.7,5.2,41.99047176,-87.70486537
6627,2018,253967,20 N State,20 North State Street,2.0,False,Loop,Multifamily Housing,211608.0,1930.0,7637137.6,10588147.4,86.1,153.6,86.2,153.2,1832.9,8.7,41.8833006,-87.62933043
6630,2018,142759,124 W Polk,124 W. Polk St.,2.0,False,LOOP,Multifamily Housing,108010.0,1993.0,4767785.5,1105309.8,54.4,134.3,53.2,130.9,851.9,7.9,41.86863212,-87.62730687
6638,2018,172064,Ford City Condominium Association,4300 W Ford City Dr 105,3.0,False,WEST LAWN,Multifamily Housing,377271.0,1969.0,14743903.7,6255608.9,55.7,126.8,56.2,128.1,2785.1,7.4,41.74592047,-87.71315983
6646,2018,224416,400 East Ohio Condominium Association,400 E Ohio Street,1.5,False,NEAR NORTH SIDE,Multifamily Housing,285156.0,1981.0,14333651.6,6035650.2,71.4,163.0,71.2,161.8,2705.2,9.5,41.89285273,-87.61741095
6651,2018,157964,HAROLD WASHINGTON LIBRARY,400 S. State St.,2.0,False,LOOP,Library,756640.0,1991.0,63600294.2,,84.1,235.4,84.1,235.4,10580.8,14.0,41.8763213,-87.62821533
6654,2018,175885,2019 - 3158 W Roosevelt,3158 W. Roosevelt,4.0,False,NORTH LAWNDALE,Multifamily Housing,87052.0,1980.0,1091087.0,,12.5,35.1,12.2,34.2,181.5,2.1,41.88112401,-87.68648584
6655,2018,103182,1000 N. LaSalle Apartments,1000 N. LaSalle St.,2.0,False,NEAR NORTH SIDE,Multifamily Housing,120728.0,1988.0,3131335.7,9999396.4,108.8,159.6,109.4,158.6,1052.1,8.7,41.9037528,-87.63558845
6660,2018,159896,Regents Park,5020-5050 S Lake Shore Drive,2.0,False,KENWOOD,Multifamily Housing,1460101.0,1972.0,28012253.9,112318704.1,96.1,134.5,97.1,134.6,10626.0,7.3,41.80366926,-87.58484454
6661,2018,102337,Buena Shores,833 W.Buena Avenue,3.0,False,UPTOWN,Multifamily Housing,185358.0,1970.0,3597196.5,14011170.1,95.0,133.7,96.3,135.0,1342.6,7.2,41.95402016,-87.6620278
6662,2018,256421,Pritzker Science Center,3105 South Dearborn,0.0,False,DOUGLAS,College/University,123454.0,1966.0,3427203.9,2440.0,105.6,163.4,,,1161.9,9.4,41.842325,-87.62715344
6665,2018,251742,Solorio-CPS,5410 S Saint Louis Ave,1.5,False,GAGE PARK,K-12 School,206200.0,2010.0,10865865.4,7177690.7,87.5,184.1,88.1,185.9,2188.9,10.6,41.794939,-87.710978
6668,2018,101907,225 West Washington,225 West Washington,4.0,False,LOOP,Office,539705.0,1987.0,32823757.3,,60.8,170.3,59.7,167.1,5460.7,10.1,41.88285621,-87.63499083
6690,2018,105987,Jeffery Towers,7020 S Jeffery BLVD,1.5,False,SOUTH SHORE,Multifamily Housing,125000.0,1925.0,1528258.7,13630614.9,121.3,148.7,123.1,150.7,978.2,7.8,41.76259226,-87.57231648
6703,2018,260088,231-Senior Suites-Garfield Ridge,5839 S. Harlem Avenue,1.5,False,GARFIELD RIDGE,Senior Care Community,60000.0,2000.0,1906195.7,4865599.7,112.9,174.1,109.9,170.9,575.6,9.6,41.78388279,-87.7815589
6711,2018,105938,Harper Court,5235 S Harper Court,2.5,False,HYDE PARK,Office,231240.0,2013.0,18659982.3,7427519.7,112.8,259.7,109.5,253.1,3498.9,15.1,41.80012,-87.589053
6714,2018,115816,Campbell Terrace,2061 N. Campbell,2.0,False,LOGAN SQUARE,Multifamily Housing,140200.0,1985.0,7340529.0,3227287.0,75.4,170.8,73.2,164.5,1392.6,9.9,41.92075046,-87.70152825
6720,2018,251282,1100 N. Dearborn,1100 N. Dearborn St.,2.5,False,NEAR NORTH SIDE,Multifamily Housing,179090.0,1930.0,3146349.5,19140297.6,124.4,161.4,125.9,161.8,1540.1,8.6,41.90201818,-87.63035975
6722,2018,172385,Marillac Soical Center,212 South Francisco Ave,1.0,False,EAST GARFIELD PARK,Pre-school/Daycare,104000.0,1995.0,8146658.4,644330.4,84.5,225.8,82.9,221.3,1389.5,13.4,41.87772116,-87.69919067
6739,2018,250061,WOODSON REGIONAL LIBRARY,9525 S. Halsted St.,1.0,False,WASHINGTON HEIGHTS,Library,65000.0,1975.0,5290278.7,3088826.9,128.9,277.8,129.0,277.8,1044.2,16.1,41.7210264,-87.64309367
6750,2018,159800,Metropolitan Condominiums,5320 N Sheridan Road,1.5,False,EDGEWATER,Multifamily Housing,370000.0,1984.0,15067647.9,4449300.0,52.7,126.7,51.8,124.0,2743.0,7.4,41.97927148,-87.65551373
6752,2018,101745,161 North Clark,161 North Clark,4.0,False,LOOP,Office,1200836.0,1992.0,85954182.8,,71.6,200.4,70.7,198.1,14299.7,11.9,41.88490511,-87.6305179
6759,2018,242510,The Residences at Joffrey Tower Condo Association,8 E Randolph,1.0,False,LOOP,Multifamily Housing,410425.0,2008.0,11745462.0,29106155.9,126.6,179.2,120.2,172.7,4084.6,10.0,41.88447107,-87.6276261
6760,2018,173812,Coronado Condominium Association,3900 N. Pine Grove,3.5,False,LAKE VIEW,Multifamily Housing,99637.0,1973.0,2374117.4,4535878.8,69.4,114.5,68.9,114.0,635.9,6.4,41.95402016,-87.6620278
6765,2018,250022,Fosco Park,1312 South Racine,2.0,False,NEAR WEST SIDE,Other - Recreation,60500.0,2005.0,5018267.2,4983025.4,165.3,318.7,166.5,320.0,1099.5,18.2,41.86475039,-87.65742311
6767,2018,251286,101 Grand,101 W. Grand Ave.,1.0,False,NEAR NORTH SIDE,Office,61971.0,1872.0,3396758.6,5033200.6,136.0,238.8,135.5,236.7,832.4,13.4,41.891595,-87.631231
6773,2018,110743,30 West Oak,30 W.Oak Street,1.0,False,NEAR NORTH SIDE,Multifamily Housing,213050.0,2006.0,7072243.5,16364186.8,110.0,173.6,107.7,171.1,2045.7,9.6,41.9037528,-87.63558845
6796,2018,260184,Hampden Green Condominium Association,2728 N Hampden Court,1.0,False,LINCOLN PARK,Multifamily Housing,140000.0,1970.0,3399112.9,16960300.0,145.4,195.2,145.4,195.2,1466.3,10.5,41.92201051,-87.65461957
6800,2018,240953,(IL247) - River Place on the Park Condo,700 N Larrabee,4.0,False,NEAR NORTH SIDE,Multifamily Housing,390274.0,2006.0,7516721.3,16923768.3,62.6,99.5,60.7,95.8,2149.4,5.5,41.89477793,-87.64294673
6802,2018,171880,Noble Street Lofts Condominium,515 N. Noble St.,2.0,False,WEST TOWN,Multifamily Housing,66000.0,1989.0,1575695.7,3732382.6,80.4,126.2,76.9,121.2,460.4,7.0,41.89983093,-87.65764114
6804,2018,175421,7219 N Sheridan Rd,7219 N Sheridan Rd,1.0,False,ROGERS PARK,Multifamily Housing,52998.0,1928.0,758665.0,6741435.5,141.5,173.6,135.3,165.4,484.3,9.1,42.01036185,-87.66829765
6811,2018,252071,Library Towers Condo Association,520 S State Street,3.5,False,LOOP,Multifamily Housing,363761.0,2008.0,7888810.1,16655161.8,67.5,108.8,65.5,105.6,2197.1,6.0,41.87510719,-87.6279746
6812,2018,101801,Michigan Plaza,205/225 N Michigan Ave,4.0,False,LOOP,Office,2059714.0,1981.0,117046101.0,161102.7,56.9,159.2,,,19480.8,9.5,41.88603179,-87.62354823
6820,2018,165020,Kingston Place,7435 S Kingston,4.0,False,SOUTH SHORE,Multifamily Housing,62729.0,2000.0,509275.1,4185341.8,74.8,92.8,75.9,93.9,307.0,4.9,41.76259226,-87.57231648
6822,2018,101834,One North Franklin,1 N. Franklin,4.0,False,LOOP,Office,716245.0,1991.0,37841127.2,,52.8,147.9,51.8,145.0,6295.4,8.8,41.88230828,-87.6349623
6823,2018,172298,CAIII Condominium Association (122-134 S. Aberdeen and 1100 W. Adams),122-134 S. Aberdeen,4.0,False,NEAR WEST SIDE,Multifamily Housing,120000.0,2015.0,1639626.4,3986522.9,46.9,73.1,44.8,70.1,484.5,4.0,41.87921245,-87.65673552
6824,2018,101567,The Monadnock Building,53 W. Jackson Blvd,4.0,False,LOOP,Office,496749.0,1890.0,7676894.2,12888009.4,41.4,70.5,41.6,70.6,1961.7,3.9,41.87752434,-87.6295529
6825,2018,243247,The Private Residences of Ritchie Court,1313 N Ritchie Court,3.5,False,NEAR NORTH SIDE,Multifamily Housing,194807.0,1973.0,9042100.3,,46.4,130.0,45.2,126.4,1504.3,7.7,41.90619616,-87.62627501
6826,2018,120624,2641 West Harrison,2641 W. Harrison Street,2.0,False,EAST GARFIELD PARK,Other,55754.0,2007.0,2053938.7,3172904.9,93.7,162.9,92.7,161.8,510.2,9.2,41.87340714,-87.69235672
6827,2018,109549,Lunt Avenue Condominium & Health Club,1327-1337 W. Lunt Ave.,3.0,False,ROGERS PARK,Multifamily Housing,59768.0,1925.0,455205.2,4263133.0,78.9,96.2,81.3,97.7,302.2,5.1,42.01036185,-87.66829765
6837,2018,105673,Holiday Inn Downtown Chicago,506 W Harrison St.,2.5,False,NEAR WEST SIDE,Hotel,150937.0,1967.0,6366297.3,10847701.5,114.0,193.6,111.7,189.4,1635.3,10.8,41.87399385,-87.651678
6843,2018,101784,Auditorium Building,430 S. Michigan Ave,4.0,False,LOOP,College/University,598474.0,1889.0,17343837.5,13317879.1,51.2,104.5,50.3,103.5,3592.8,6.0,41.87603287,-87.62519066
6846,2018,254082,Drexel Towers 4917,4917 S. Drexel,4.0,False,Kenwood,Multifamily Housing,71000.0,1970.0,1140102.7,5272306.2,90.3,122.9,88.1,120.6,469.7,6.6,41.8022432,-87.60352
6847,2018,100674,The Lofts at Arthington,3301 West Arthington Street,4.0,False,NORTH LAWNDALE,Multifamily Housing,228897.0,1909.0,2707305.0,11970138.7,64.1,88.0,62.1,85.1,1086.2,4.7,41.87000549,-87.70831909
6849,2018,250068,POLICE TRAINING ACADEMY,1300 W. Jackson Blvd.,1.0,False,NEAR WEST SIDE,Adult Education,180000.0,1975.0,12011686.7,16174675.4,156.6,281.2,155.9,279.2,2857.4,15.9,41.87842264,-87.66057334
6850,2018,173774,2828 N Burling,2828 N Burling Street,4.0,False,LAKE VIEW,Multifamily Housing,60665.0,1965.0,1753819.2,754315.2,41.3,94.0,41.7,94.9,331.8,5.5,41.9398511,-87.65844752
6851,2018,116750,Lucy Lang Chappell Housing,3222 W. Maypole,4.0,False,EAST GARFIELD PARK,Multifamily Housing,127711.0,1993.0,1036924.9,2794846.9,30.0,45.7,30.4,46.1,321.0,2.5,41.8808242,-87.72327934
6857,2018,171924,207,4640 S. Halsted,4.0,False,NEW CITY,Supermarket/Grocery Store,146189.0,1955.0,10832670.1,4544147.3,105.2,240.1,103.7,237.6,2043.5,14.0,41.81001104,-87.64727171
6860,2018,116644,2019 - 60 E 36th,60 East 36th Pl,4.0,False,DOUGLAS,Multifamily Housing,93310.0,1984.0,1728646.1,,18.5,51.9,18.0,50.5,287.6,3.1,41.82021138,-87.61246867
6861,2018,222943,University Park CA,1451 E. 55th Street,4.0,False,HYDE PARK,Multifamily Housing,538980.0,1961.0,1319686.5,51582900.9,98.2,107.3,99.8,109.1,2959.4,5.5,41.79535144,-87.59076509
6862,2018,103606,Willis Tower,233 S Wacker Drive,3.0,False,LOOP,Office,4483315.0,1973.0,318995557.0,,75.8,204.1,,,54164.7,12.1,41.87887581,-87.63587349
6864,2018,101492,Wright College,4300 North Narragansett,4.0,False,DUNNING,College/University,544380.0,1993.0,19376881.1,33910995.9,97.9,165.1,98.2,165.4,5024.8,9.2,41.95813043,-87.78958012
6871,2018,175400,"740 N. Milwaukee, LLC",740 N. Milwaukee Ave.,4.0,False,WEST TOWN,Multifamily Housing,82600.0,2003.0,1785056.0,1616155.2,41.2,81.1,40.1,78.8,382.8,4.6,41.8999205,-87.65738734
6874,2018,173837,Black Ensemble Theater,4450 North Clark Street,3.0,False,UPTOWN,Performing Arts,54219.0,2011.0,1832360.0,1356886.4,58.8,120.9,,,376.9,7.0,41.96321715,-87.66659989
6876,2018,101742,James R Thompson Center,100 W. Randolph St.,1.5,False,LOOP,Office,1193163.0,1985.0,80642654.1,45624728.0,105.8,229.4,104.2,227.7,15839.4,13.3,41.88517287,-87.63173182
6881,2018,252038,Crerar Library,5730 South Ellis Avenue,2.0,False,HYDE PARK,Library,168656.0,1984.0,5222751.8,,112.3,172.6,111.6,172.0,1685.1,10.0,41.79055503,-87.60281313
6884,2018,158426,Hampton Inn & Suites Chicago - Downtown,33 W Illinois,1.0,False,NEAR NORTH SIDE,Hotel,160000.0,1999.0,7932231.2,18079600.4,162.6,257.5,160.2,254.2,2279.9,14.2,41.89081283,-87.62934045
6890,2018,156711,20 North Michigan Avenue,20 N. Michigan Ave,4.0,False,LOOP,Office,214800.0,1880.0,9993625.2,6367116.5,76.2,161.4,75.5,160.6,2000.8,9.3,41.8826441,-87.62495613
6902,2018,112320,Thorndale Manor Apartments (1020 West Thorndale Ave),1020 West Thorndale Ave,2.5,False,EDGEWATER,Multifamily Housing,55000.0,1976.0,1169746.2,4636391.6,105.6,148.1,108.9,151.6,440.9,8.0,41.99090057,-87.66660744
6907,2018,252318,The Broadmoor Apartments,7600 N. Bosworth Ave.,4.0,False,ROGERS PARK,Multifamily Housing,130365.0,1922.0,1943956.3,5434843.8,56.6,85.5,56.6,84.8,612.1,4.7,42.01945041,-87.66951229
6910,2018,252057,"Beecher, Kelley, Green, Foster, Social Science Research Building",1126 East 59th Street,2.0,False,HYDE PARK,Office,181231.0,1929.0,3694291.8,,88.8,139.4,90.1,141.2,1438.5,7.9,41.78781347,-87.59827692
